ticker,net_income,equity,ebit,capital_employed,revenue,revenue_3y_ago,profit_3y_ago,total_debt,interest_expense,cfo,capex,total_assets,roe,roce,net_margin,operating_margin,revenue_cagr,profit_cagr,debt_to_equity,interest_coverage,ocf_ratio,fcf,fcf_margin,asset_turnover,final_score,score_roe,score_roce,score_net_margin,score_operating_margin,score_revenue_cagr,score_profit_cagr,score_ocf_ratio,score_fcf_margin,score_debt_to_equity,score_interest_coverage,score_asset_turnover,llm_prompt
AJANTPHARM,9203900000.0,37902900000.0,12098900000.0,40188500000.0,45875100000.0,32841300000.0,7126800000.0,474200000.0,207300000.0,11572300000.0,3179200000.0,50149500000.0,0.2428283851631405,0.3010537840426988,0.2006295354124568,0.2637356648813844,0.117855225519361,,0.0125109160512783,58.36420646406175,1.2573256988885146,8393100000.0,0.1829554594976359,0.91476684712709,69.0952380952381,13.0,8.761904761904763,4.0,3.6666666666666665,7.428571428571429,3.5714285714285716,3.3809523809523814,13.571428571428571,4.238095238095238,4.0476190476190474,3.428571428571429,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AJANTPHARM** (Rank #11 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 24.3%, ROCE: 30.1%
- **Growth (3Y CAGR)**: Sales: 11.8%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.01
- **Cash Flow**: FCF Margin: 18.3%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ABBOTINDIA,14144400000.0,42331500000.0,18983800000.0,45101200000.0,64069700000.0,49103000000.0,7987000000.0,1966700000.0,114300000.0,10118400000.0,526000000.0,59173100000.0,0.3341341554161794,0.4209156297393417,0.2207658222217366,0.2962991866670204,0.0927350863398008,,0.0464594923402194,166.08748906386705,0.7153643844913888,9592400000.0,0.1497181975255073,1.0827504389663547,69.0,14.571428571428571,9.809523809523808,4.190476190476191,3.857142857142857,6.142857142857142,3.5714285714285716,2.2857142857142856,12.428571428571429,3.619047619047619,4.571428571428571,3.952380952380952,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ABBOTINDIA** (Rank #12 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 33.4%, ROCE: 42.1%
- **Growth (3Y CAGR)**: Sales: 9.3%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.05
- **Cash Flow**: FCF Margin: 15.0%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AJAXENGG,2600960000.0,11571370000.0,3513110000.0,11687660000.0,20717980000.0,7619640000.0,662080000.0,17680000.0,4290000.0,427200000.0,234520000.0,14824500000.0,0.2247754587399763,0.3005828369408418,0.1255411965838368,0.1695681721866707,0.3957393375241675,,0.0015279089684281,818.9067599067599,0.1642470472440945,192680000.0,0.0093001344725692,1.3975500016863975,68.85714285714286,12.428571428571429,8.666666666666668,3.0952380952380953,2.8095238095238093,14.285714285714285,3.5714285714285716,1.523809523809524,8.285714285714286,4.714285714285714,5.0,4.476190476190476,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AJAXENGG** (Rank #13 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 22.5%, ROCE: 30.1%
- **Growth (3Y CAGR)**: Sales: 39.6%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.00
- **Cash Flow**: FCF Margin: 0.9%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ABSLAMC,9306000000.0,37268700000.0,12502000000.0,38563800000.0,16847800000.0,12929616000.0,6727718000.0,680600000.0,56600000.0,7084800000.0,312800000.0,41144300000.0,0.2497001505284595,0.3241900435123094,0.5523569842946854,0.7420553425373045,0.0922427998974746,,0.0182619731839318,220.8833922261484,0.7613152804642166,6772000000.0,0.4019515901185911,0.4094807786254718,68.76190476190476,13.142857142857142,8.857142857142858,4.809523809523809,4.714285714285714,6.0,3.5714285714285716,2.5238095238095237,14.857142857142858,4.142857142857142,4.714285714285714,1.4285714285714284,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ABSLAMC** (Rank #14 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 25.0%, ROCE: 32.4%
- **Growth (3Y CAGR)**: Sales: 9.2%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.02
- **Cash Flow**: FCF Margin: 40.2%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AARON,82432000.0,430297000.0,130860000.0,631350000.0,778664000.0,377292000.0,37092000.0,318567000.0,12224000.0,86325000.0,79889000.0,828242000.0,0.1915700086219518,0.2072701354240912,0.1058633762444392,0.1680570823872684,0.2731830062377873,0.3049840250620275,0.7403421357806352,10.705170157068062,1.0472268051242235,6436000.0,0.0082654392652029,0.940140683520034,66.57142857142857,12.142857142857142,7.904761904761904,2.8571428571428568,2.714285714285714,12.571428571428571,9.142857142857142,2.9523809523809526,8.0,1.4285714285714284,3.333333333333333,3.523809523809524,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AARON** (Rank #15 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 19.2%, ROCE: 20.7%
- **Growth (3Y CAGR)**: Sales: 27.3%, Profit: 30.5%
- **Financial Health**: Debt/Equity: 0.74
- **Cash Flow**: FCF Margin: 0.8%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ADOR,600500000.0,5070900000.0,911200000.0,5204100000.0,11178700000.0,6570000000.0,450200000.0,24100000.0,45400000.0,1371100000.0,412700000.0,6939300000.0,0.1184207931530891,0.1750927153590438,0.0537182319947757,0.0815121615214649,0.1938285954905763,0.1007850103090599,0.0047526080183004,20.0704845814978,2.2832639467110742,958400000.0,0.0857344771753424,1.6109261741097805,66.14285714285714,8.571428571428571,7.047619047619048,2.1904761904761907,1.9523809523809523,10.142857142857144,8.380952380952381,3.9047619047619047,11.142857142857142,4.571428571428571,3.523809523809524,4.714285714285714,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ADOR** (Rank #16 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 11.8%, ROCE: 17.5%
- **Growth (3Y CAGR)**: Sales: 19.4%, Profit: 10.1%
- **Financial Health**: Debt/Equity: 0.00
- **Cash Flow**: FCF Margin: 8.6%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
3MINDIA,4760674000.0,18464969000.0,7842089000.0,19716359000.0,44428602000.0,33339389000.0,2719711000.0,995353000.0,108023000.0,3551044000.0,554202000.0,30145917000.0,0.2578219329802286,0.3977452936416911,0.1071533603510639,0.1765099203436561,0.1004449890136458,,0.0539049375062584,72.59647482480582,0.7459120284228662,2996842000.0,0.067452988955178,1.4737850568619293,65.23809523809523,13.714285714285714,9.523809523809524,2.904761904761905,2.9523809523809526,6.857142857142857,3.5714285714285716,2.4761904761904763,10.857142857142858,3.5238095238095237,4.238095238095238,4.6190476190476195,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **3MINDIA** (Rank #17 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 25.8%, ROCE: 39.8%
- **Growth (3Y CAGR)**: Sales: 10.0%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.05
- **Cash Flow**: FCF Margin: 6.7%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AFFLE,3818690000.0,29464570000.0,4769740000.0,29931330000.0,22654990000.0,10816560000.0,2138780000.0,820950000.0,93370000.0,4259910000.0,1599020000.0,36217700000.0,0.1296027737720251,0.1593560994449628,0.1685584500368351,0.2105381639983067,0.2794546697190707,,0.0278622766257915,51.084288315304704,1.115542240925553,2660890000.0,0.1174527113011305,0.6255226035888529,64.42857142857143,9.571428571428571,6.3809523809523805,3.6666666666666665,3.333333333333333,12.714285714285714,3.5714285714285716,3.1904761904761902,12.0,3.9047619047619047,3.9047619047619047,2.1904761904761907,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AFFLE** (Rank #18 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 13.0%, ROCE: 15.9%
- **Growth (3Y CAGR)**: Sales: 27.9%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.03
- **Cash Flow**: FCF Margin: 11.7%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ALEMBICLTD,3106768000.0,23385908000.0,1579736000.0,23925333000.0,2111813000.0,713693000.0,2220590000.0,144473000.0,24711000.0,863702000.0,507655000.0,25030036000.0,0.1328478671856572,0.0660277539292765,1.471137832753184,0.7480472939602133,0.4356481223478274,,0.0061777802255956,63.92845291570556,0.2780065972097048,356047000.0,0.168597787777611,0.0843711531217933,64.23809523809524,9.857142857142858,3.142857142857143,4.9523809523809526,4.761904761904762,14.428571428571429,3.5714285714285716,1.619047619047619,12.857142857142856,4.523809523809524,4.142857142857143,0.380952380952381,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ALEMBICLTD** (Rank #19 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 13.3%, ROCE: 6.6%
- **Growth (3Y CAGR)**: Sales: 43.6%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.01
- **Cash Flow**: FCF Margin: 16.9%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AKZOINDIA,4295000000.0,13302000000.0,5790000000.0,14533000000.0,40648000000.0,31087000000.0,2901000000.0,621000000.0,91000000.0,3110000000.0,1065000000.0,29034000000.0,0.3228837768756578,0.3984036331108511,0.1056632552647116,0.1424424325920094,0.0935033627079744,,0.0466847090663058,63.62637362637363,0.7240977881257276,2045000000.0,0.0503099783507183,1.4000137769511607,64.19047619047619,14.285714285714285,9.619047619047619,2.8095238095238093,2.5238095238095237,6.571428571428571,3.5714285714285716,2.3333333333333335,10.285714285714286,3.5714285714285716,4.095238095238095,4.523809523809524,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AKZOINDIA** (Rank #20 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 32.3%, ROCE: 39.8%
- **Growth (3Y CAGR)**: Sales: 9.4%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.05
- **Cash Flow**: FCF Margin: 5.0%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
